source,product_name,rating,review_title,review_text,review_url,date
trustpilot,Notion,1,Notion Broke My Brain,"Notion Broke My Brain

Tried to use Notion to get organized. Ended up lost in a maze of templates, blocks, and empty pages. Just wanted to use it for schoolwork notes — got a digital Rubik’s Cube with zero instructions. Every click made things worse. I don’t need a second brain, I need an exorcist. And looks like it's not just me bc I'm seeing lots of negative reviews on this site. Horrible experience.",https://www.trustpilot.com/reviews/68f69defde39532c0bdba80d,2025-10-20T22:39:11.000Z
trustpilot,Notion,2,Generally unprincipled business practices with little to no interest in customer success,"This company has a clear strategy of reaping as much money out of promised AI features as they can before the market catches up and customers flee to more customer-centric options. They display zero interest in helping any customer with a problem and will delay or refuse refunds for poor or non-existent features.

I recently upgraded to the Business plan to trial their AI only to find that I'm presented with a blank screen. After 4 exchanges with customer support (after ""escalation"") it became clear they hadn't actually looked into any of the issues I reported and were simply attempting to fob me off with unproductive, fake troubleshooting steps.

It's a shame, because the app is decent. They should sell it to a company that actually cares about their customers instead of just trying to rip them off.",https://www.trustpilot.com/reviews/68d69e695a29c919c4db7bae,2025-09-26T16:08:41.000Z
trustpilot,Notion,1,Billing department are scammers,"Product is OK, billing department is a total scam. Tried to unsubscribe and it simply removed access to my billing page, then had my emails ignored, then had a refund, then had the money taken AGAIN a couple of months later. Completely untrustworthy company - take a look at Anytype instead.",https://www.trustpilot.com/reviews/68d14acd079009548994ee09,2025-09-22T15:10:37.000Z
trustpilot,Notion,1,Nonexistent customer support for paid customers,"Great software. Totally unsatisfactory customer support for paid customers. Notion's AI pointed me to a feature that turned out to be nonexistent. So I reached out to the Notion team for advice on how to solve a very simple issue, given that there was no explanation in the support documentation and the AI hallucinated. It took a couple days for a specialist to get back to me. The answer was essentially: I can't give you a workaround, but you can pay for a specialist or ask the Notion community. Awful. I get better customer support from virtually every other SaaS company.",https://www.trustpilot.com/reviews/68cc214296c6aa882b1c0fce,2025-09-18T17:12:02.000Z
trustpilot,Notion,1,Stay away,Terrible product,https://www.trustpilot.com/reviews/68c6846e10102ac17fe3a003,2025-09-14T11:01:34.000Z
trustpilot,Notion,2,Going back to Apple Notes…,"To close your account you need to provide your email that you sign into with, yet it doesn’t recognise it at all. No customer support either. They don’t respond to emails. I’m never creating accounts or downloading apps ever again. I don’t need the headaches when things go wrong.",https://www.trustpilot.com/reviews/68bc30eadb4990384648f667,2025-09-06T15:02:34.000Z
trustpilot,Notion,1,Never sign up for a paid Notion subscription – it’s a trap.,"Never sign up for a paid Notion subscription – it’s a trap.

Even if you cancel your subscription, don’t use the paid features, and even if your card is blocked – Notion will keep generating invoices and increase your debt.

I now owe €23 for two months, despite not using the service at all. I contacted support, asked to be downgraded to the free plan – nothing helped.
They just say: ""It’s our policy.""

📌 They block your access completely.
📌 You have to pay for a service you didn’t use.
📌 Even with no valid card or a blocked card, the debt keeps growing.
📌 They don’t stop the paid plan, even if no payment goes through!

This is a ridiculous and user-hostile policy.
I’m extremely disappointed. The product is great, but the billing system is dishonest and aggressive.

⚠️ Don’t fall for their subscription. You won’t be able to get out.",https://www.trustpilot.com/reviews/68a4b5b3fc7ef783183c892c,2025-08-19T19:34:43.000Z
trustpilot,Notion,1,Notion by mistake upgraded my free…,"Notion by mistake upgraded my free educational account to a business account. Took immediate action and asked them to downgrade, but they still charged me 60 USD for the month I was at ""business"" level even though I barely used the system.",https://www.trustpilot.com/reviews/68a314314133e8441bf1d4db,2025-08-18T13:53:21.000Z
trustpilot,Notion,2,Great tool if someone explains how to…,Great tool if someone explains how to use it and builds everything for you. Otherwise - waste of time. No support.,https://www.trustpilot.com/reviews/6890580d7775783494d932ac,2025-08-04T08:49:49.000Z
trustpilot,Notion,1,Recently came into error with Notion…,"Recently came into error with Notion Calendar, which is now part of Notion. Zero help from the support, and I can't use it anymore.",https://www.trustpilot.com/reviews/68889a8584e91839b0c78ebd,2025-07-29T11:55:17.000Z
trustpilot,Notion,1,dont go for this idiotic service,"H.. moly, they just keep f you over, now AI has moved from my current plan to the business plan and all of a sudden all users should pay extra for it. those people.. Im furious. As a business developer looking for integrated innovative tools, i will ditch this software asap. dont try to milk your customers dry for the sake of it.",https://www.trustpilot.com/reviews/687a02a50a78986cb84eabc4,2025-07-18T10:15:33.000Z
trustpilot,Notion,1,Be careful with their weird billing,Be careful with their weird billing! There a lot of unexpected bills!,https://www.trustpilot.com/reviews/6875f4917c33faa65be04d2e,2025-07-15T08:26:25.000Z
trustpilot,Notion,1,Paid Lenny's subscription full year…,"I paid for a full year of Lenny's subscription, but my access keeps getting denied. Every few days, I'm asked to fill out another form, and support repeatedly claims I'm not a subscriber—even though I clearly am. After going through this frustrating process three times, I gave up. Do not buy Lenny's for this crap app, Notion will not enable your account.",https://www.trustpilot.com/reviews/686eca09171b7cad6f0285ce,2025-07-09T21:59:05.000Z
trustpilot,Notion,1,you pay for no value !,"they made me pay for an invoice they made 3 months ago to a service i did not use , they say they can not refund it because the invoice was made 3 months ago! .
again great product but horrible costumer service and a pay wall to basic features",https://www.trustpilot.com/reviews/686d3974fef433ea6d4d1475,2025-07-08T17:29:56.000Z
trustpilot,Notion,1,Quite possibly the worst customer…,Quite possibly the worst customer service in the world.,https://www.trustpilot.com/reviews/6863d6a1ccc278df760ed12b,2025-07-01T14:37:54.000Z
trustpilot,Notion,1,Unauthorized Charges After Cancellation,Unable to cancel subscription! The only way to stop AI payments is to block your credit card.,https://www.trustpilot.com/reviews/68520bd4dbc4b639bd31691f,2025-06-18T02:44:04.000Z
trustpilot,Notion,1,"REACH OUT FOR CLASS ACTION LAWSUIT! EASY INCLUSION, NO COST! ianfridge (@) gmail.com","Great product, which makes it extra sad not being able to take advantage of it due to absolutely horrible management and monetary practices. Customer service is a joke, they set you up to make mistakes on what you select then hold your feet to the fire for any charges incurred.
If you've been screwed over, please reach out! I've sought legal assistance and pursuing action against them. Just having names of people interested in holding them accountable will help this develop!",https://www.trustpilot.com/reviews/684773b6eacd3c99c246a7e4,2025-06-10T01:52:22.000Z
trustpilot,Notion,1,Good tool. Scammy Company dont get sucked in by Youtubers,"Notion is good tool but a very scammy company. They've price increased in the last year, which is fine, and this year with them wanting to push Notion AI have decided to move a bunch of features namely all the integrations from their Plus plan to the Business plan essentially asking you to pay double the price to keep the features you had. This would have been slightly less scammy if they'd allowed annual plan users like us who are prepaid until March 2026 to keep the features we were sold in March 2025 until the next renewal. But no, Notion was happy to take nearly $4000 from us and then pull the features from under us a month later. A company that is willing to treat customers like that should not be getting any business and especially not trusted with anyones critical data for anything",https://www.trustpilot.com/reviews/682eb9a5f3c2882e65a4cce0,2025-05-22T07:44:05.000Z
trustpilot,Notion,1,Notion excels at turning raving fans into haters!,"Getting a terrible bug in Notion Calendar, can't use it at all. It's making running my business impossible. They haven't replied yet in 4 days. It's clearly a bug with their backend, I got the same bug on any device I try to use Notion Calendar. No matter OS, or Device I use. I can't use Notion anymore. This is a terrible user experience, and for a company like Notion it's definitely expected a much better support.

EDIT: More than 1 Week Later, Multiple Bug Reports Submitted, Still ZERO help from the company. I guess they don't even have a support team at this point. I can't believe it.

UPDATE: More than 2 weeks later, some support specialist has shown up and asked me to perform a task in notion calendar to send the bug report through their system. Ridicolously enough, there is a bug in that feature as well that's freezing up the app and it's impeding me to send them the bug report as requested. At this point it's clear that the Notion Calendar App/Integration is ran by a bunch of incompetent people that don't know what they are doing and don't care about the product or its users.

UPDATE 2: More than 4 weeks in, still ZERO help. No suggestion on how to troubleshoot or fix the issue yet. None reaching out, other than low level employee saying ""they are escalating the task to the support team"". This is absolutely INSANE!

Please don't use Notion if you have a business.

If you wish to write a guide on ""How to turn raving fans into your worst haters..."" ask Notion. They are top performer at that!",https://www.trustpilot.com/reviews/682dbd16cc6db6029693dd34,2025-06-06T07:31:59.000Z
trustpilot,Notion,2,JUST MONEY HUNGRY,"JUST MONEY HUNGRY
So they have slow file upload for mp4 files and they acknowledged it that there is a issue but they have other things that are more important to deal with at present according to them.
But a issue/bug that was raised a year ago now and they also acknowledged of this bug and still not fixed as they still have not gotton around to it.
WTF 1 F********* Year and we pay your wages.
Going to Word Press or someone else.",https://www.trustpilot.com/reviews/681051d298018c5b87b186f3,2025-04-29T06:13:06.000Z
trustpilot,Notion,1,Shady billing policies that are UNETHICAL,"I loved notion as a platform, however a small nonprofit, they changed my plan to enterprise without me knowing, NEVER sent an invoice or notification of subscription renewal. I went from a $200 yearly charge to $1482 and they refuse to give a refund. It's extremely unethical and I’m not alone..

I was an unoffficial ambassador to the product, now i'll only be warning people. HORRIBLE CUSTOMER SERVICE.",https://www.trustpilot.com/reviews/680fc144e8056c7ee882bf78,2025-05-12T20:00:15.000Z
trustpilot,Notion,1,Misleading and Disappointing,"Misleading and Disappointing: Why Notion’s Affiliate Program Isn’t Worth Your Time

I’ve rarely felt so frustrated by a company as I have with Notion. What was supposed to be a mutually beneficial affiliate partnership turned into a deeply disappointing experience that left me feeling ignored and exploited.

The main issue? Notion has failed to honor even the most basic commitments to its affiliates. I invested time and effort into referring new users to their platform, expecting fair compensation as promised. Instead, when it came time to receive earnings, I was met with complete silence. Despite multiple follow-ups, I’ve received no response, no payment—nothing.

The lack of communication and accountability is staggering. It’s not just unprofessional—it’s downright disrespectful. Notion’s affiliate program lacks transparency, and their support is virtually nonexistent. For a company that promotes productivity and collaboration, the disconnect between their values and their treatment of partners is astounding.

This isn’t just a case of poor service—it borders on deceptive business practices. If you’re considering joining Notion’s affiliate program, I strongly urge you to reconsider. There’s a very real risk that you’ll do the work and see none of the promised rewards.

After this experience, I’ve completely lost trust in Notion. Their failure to communicate, pay, or take responsibility speaks volumes. Affiliates deserve better.

Think twice before promoting Notion. Your time and trust are worth more.",https://www.trustpilot.com/reviews/6801d195719a3d49ffdb064b,2025-04-18T06:14:13.000Z
trustpilot,Notion,2,I strongly advise against Plus plan,"I strongly advise against switching to the Plus plan. If you upgrade from the Free plan and miss a prepaid invoice, they won’t just downgrade you back — instead, they’ll issue another invoice and lock you out of all your data and workspaces, including content created during your time on the Free plan.

Considering this risk — along with the underwhelming AI features — the Plus plan simply isn’t worth it. There are better, more user-friendly alternatives out there.",https://www.trustpilot.com/reviews/67fe81b7cc3d52c9f826f694,2025-04-15T17:56:39.000Z
trustpilot,Notion,1,I had to cancel my credit card because of Notion,"I had to cancel my credit card because of this app.

The app was fine. The one star is because after upgrading to a paid account in February 2024 I was never able to stop the payments, even though I stopped using it and closed my account. Again: the app worked fine. Used it together with some other people for a creative project: we liked it fine. We didn't like it enough to keep using it, so I reverted it back to a free account sometime in the fall of 2024. Then later on, realized I was still getting charged. I assumed I'd done something wrong, so on December 9 2024 logged in to my free account to figure out what step I failed to take. I thought I'd gotten it done but a couple months later: still getting charged. Every month. So on February 10 2025 I write to their billing dept, explaining all this. They never respond, I keep getting billed, and now, April 11 2025, I'm on the phone with my credit card company, who tell me the only way to stop the charges is to fully cancel my credit card.

So again: it's fine. The app is fine. But whatever's going on in their billing department cancels out all of its qualities.",https://www.trustpilot.com/reviews/67f95eaf4bbdfc2fcc79c5fc,2025-04-11T20:25:51.000Z
trustpilot,Notion,2,They claim on their website that there…,They claim on their website that there is a 90 day devolution policy guarantee but in reality they don't accept anything back and their TCs expresse the opposite of what is displayed in their website.,https://www.trustpilot.com/reviews/67f7a59a71aa110167c53411,2025-04-10T13:03:54.000Z
trustpilot,Notion,1,Disheartening and Deceptive: Notion’s Affiliate Program is a Total Letdown,"Disheartening and Deceptive: Notion’s Affiliate Program is a Total Letdown

I’ve never been so let down and frustrated by a company before. Notion’s affiliate program has proven to be a total disappointment, and I feel completely taken advantage of. I joined with the hope of earning commissions by promoting their platform, but my experience has been an absolute nightmare.

The core issue here is Notion’s failure to fulfill even the most basic commitments to its affiliates. After putting in the time and effort to refer users, I’ve been completely ignored when it comes time to receive my earnings. Despite multiple attempts to contact them, all I’ve received is silence. No replies, no updates—just nothing.

The level of disregard Notion has shown its affiliate partners is truly shocking. They lack transparency and seem completely indifferent to fulfilling their responsibilities. Getting any kind of direct communication from them is nearly impossible, and it’s clear they don’t value the people who help promote their product.

This goes beyond poor customer service—it’s bordering on fraudulent. If you're thinking about joining Notion’s affiliate program, do yourself a favor and steer clear. You’ll likely end up with unpaid commissions while they dodge accountability and refuse to honor their promises.

After this awful experience, I wouldn’t trust Notion with anything. Their complete lack of respect and accountability towards their affiliates is beyond frustrating. It’s high time they take responsibility for their actions and start treating their partners with the respect they deserve.

STEER CLEAR OF NOTION! Don’t waste your time with them!",https://www.trustpilot.com/reviews/67f2af1d2cbdff93be4f341c,2025-04-06T18:43:09.000Z
trustpilot,Notion,1,Disappointing and Deceptive: Notion’s Affiliate Program is a Total Scam,"Disappointing and Deceptive: Notion’s Affiliate Program is a Total Scam

I’ve never been this frustrated and disillusioned with a company before! Notion’s affiliate program is a complete scam, and I feel completely ripped off and taken for granted. I joined the program with high hopes of earning commissions by referring users to their platform, but my experience has been nothing short of a disaster.

The biggest issue here is Notion’s failure to meet even the most basic promises made to its affiliates. After referring users and putting in the effort, they completely vanish when it’s time to pay out commissions. Despite my repeated attempts to reach out, I’ve received nothing but silence. No responses, no updates, absolutely nothing.

The level of disrespect Notion has shown toward its affiliate partners is astonishing. They have no transparency and are completely negligent in fulfilling their obligations. Getting any sort of clear answer from them is impossible, and it’s evident that they don’t care at all about the people who help promote their product.

This is more than just unprofessional—it’s outright fraudulent. If you’re thinking about joining Notion’s affiliate program, don’t waste your time. You’ll end up with unpaid commissions while they continue to dodge responsibility for their complete failure to deliver. I strongly advise anyone considering this to think twice and avoid the hassle.

After this awful experience, I wouldn’t trust Notion with anything. They’ve shown nothing but disdain for their affiliates, and their total lack of accountability is beyond frustrating. It’s time for them to step up, own their mistakes, and start treating their partners with the respect they deserve.

AVOID NOTION AT ALL COSTS! Don’t waste another minute on them!",https://www.trustpilot.com/reviews/67efaa7cd419b68782d83e2a,2025-04-04T11:46:36.000Z
trustpilot,Notion,1,Horrible billing terms,"Useful tool, horrible billing practices. You'll get charged a full year subscription for new members without any prompt or notification. No refund given if you do not spot the mistake within 3 days. Dark UX patterns in their billing.",https://www.trustpilot.com/reviews/67ef89405a08a7030eda8f3e,2025-04-04T09:24:49.000Z
trustpilot,Notion,1,Terrible UX w/r/t billing,Terrible UX w/r/t billing. I incurred thousands of dollars of fees because an admin added users without ANY indication or UX showing that they would be added to the annual plan. Notion does not acknowledge that this is NOT industry standard UX. Terrible customer service. Would simply not respond to the issue.,https://www.trustpilot.com/reviews/67eeca0ee29ac2738acdf499,2025-04-03T19:49:02.000Z
trustpilot,Notion,1,Good Product - Not Worth Dealing With The Support Team,"I have used Notion on and off for the last 6 years for both personal and business purposes. The core system is very useful as a productivity tool. There is a learning curve to use it effectively and it can be easy to spend more time building templates and systems than you will save using the systems.

My biggest complaint is with their billing and support. Every member that is added to a workspace will cost you, there is no ""Viewer"" option unlike other team productivity workbase tools, and this is fair if members are using the tool and getting value out of it. The problem is you ARE NOT informed of this billing when you add members to the team and there is a 3 day refund window policy. I only found out about the billing after looking at my credit card statement. I requested a refund for the seats I was charged for without my knowledge, not the one I willingly purchased, 4 days later - unaware of the 3 day policy - and was told I was eligible for a refund for the licenses I was not aware I was buying. Later when I went to get the refund I was told I was uneligible for a refund as it was outside the 3 day refund window. After escalating the refund request to another team I did receive the refund I requested; however I was not informed by the support team this would happen, all my licenses got revoked, even the one I willing paid for and did not ask to have refunded and my data was set to expire within a few days. Again, the only reason I found out about the refund is from looking at my credit card statement.

I am done with Notion forever. There are so many better tools out there both for your time and your budget.",https://www.trustpilot.com/reviews/67e850589a03e6551e450ff8,2025-03-29T21:56:08.000Z
trustpilot,Notion,1,No customer service team,No customer service team. They are a nightmare to work with. There are a million products out there that do the same thing that aren't anywhere close to as hard to work with. Save time/money/stress and don't use them.,https://www.trustpilot.com/reviews/67e8101f6f032087a446a35c,2025-03-29T17:22:07.000Z
trustpilot,Notion,1,This is my first-ever review,"This is my first-ever review, but Notion’s support was so bad that I had to write it. I canceled my paid subscription, yet out of nowhere, I was charged 3.5 times more than usual. Their support claimed it was because I added a user — which I never did. When I asked for a refund, they refused at first. Only after insisting did they offer me a laughable $12, while they basically stole around $60 from me. I repeatedly asked to speak with a supervisor, and they consistently ignored me. It was only when I involved their legal department and head of finance that I finally got reimbursed.

I still have a freemium account, but after this ugly experience, I don’t enjoy using it at all. Avoid Notion!",https://www.trustpilot.com/reviews/67e7c446a3008a757530a205,2025-03-29T11:58:30.000Z
trustpilot,Notion,1,Notion's Affiliate Program is a Complete Scam!,"Absolutely Appalling: Notion's Affiliate Program is a Complete Scam!

I’ve never been more enraged and disillusioned with a company in my entire life! Notion’s affiliate program is nothing short of a complete and utter scam, and I feel utterly swindled and taken advantage of. As an affiliate partner, I entered the program with optimism and the hope of earning commissions by referring users to their platform. Instead, my experience has been a never-ending nightmare.

Let’s start with the most glaring issue—Notion’s total failure to fulfill even the most basic promises they make to their affiliates. Once you’ve referred users and done all the work, they completely vanish into thin air. When it’s time to pay out commissions, they just go silent. I’ve reached out repeatedly, only to be met with absolute radio silence. No replies, no updates, nothing.

The level of disrespect and disregard Notion shows toward its affiliate partners is absolutely staggering. They’ve shown ZERO transparency and complete negligence when it comes to fulfilling their obligations. It’s impossible to get any clear answers from them, and they don’t seem to care in the slightest about the people who help promote their product.

This is not just unprofessional; it’s downright fraudulent. If you’re considering joining Notion’s affiliate program, DO NOT. You’ll be left empty-handed, with your hard-earned commissions still unpaid, while Notion refuses to take any responsibility for their complete failure to follow through. I strongly urge anyone considering any involvement with this company to think twice and avoid the headache.

After this disgraceful experience, I wouldn’t trust Notion with anything. They’ve shown nothing but contempt for their affiliates, and their lack of accountability is beyond infuriating. It’s time they step up, acknowledge their failures, and treat their partners with the respect they deserve.

STAY AWAY FROM NOTION! Do not waste another second of your time!",https://www.trustpilot.com/reviews/67e563d3bbb747d705224e4b,2025-03-27T16:42:27.000Z
trustpilot,Notion,1,Extremely Disappointing,"Extremely Disappointing: Notion’s Affiliate Program Is a Scam!

I have never been so frustrated with a company in my life! Notion’s affiliate program is an absolute scam, and I feel completely deceived and cheated. As an affiliate partner, I joined their program with high hopes of earning commissions from referring users to their platform. Unfortunately, my experience has been nothing short of a nightmare.

First and foremost, Notion has completely failed in fulfilling their promises. They blatantly ignore their affiliate partners once you’ve referred users, and when it comes time to pay out the earned commissions, they go completely silent. I have reached out multiple times with no response, and all inquiries regarding payments or the status of commissions have been met with complete radio silence.

It’s beyond frustrating to put in the effort to promote a product, generate traffic, and refer users, only to be completely ignored when it's time to pay up. Their lack of transparency and utter disregard for affiliate partners is truly appalling. They have shown no accountability for their actions, and their excuses are non-existent.

This kind of behavior is not only unprofessional, it’s downright fraudulent. If you are thinking about joining Notion’s affiliate program, save yourself the trouble. You’ll be left high and dry, with your hard-earned commissions unpaid, and with no one at Notion willing to take responsibility. I would highly advise staying away from any future dealings with this company.

I honestly wouldn’t trust Notion with anything after this experience, and I am deeply disappointed in their lack of respect for their affiliates. It's time they own up to their responsibilities and start treating their partners with the respect they deserve.

DO NOT WASTE YOUR TIME WITH NOTION!",https://www.trustpilot.com/reviews/67e2060d0237cdbbb0a1f179,2025-03-25T03:25:33.000Z
